user_id,full_name,pan,pan_status,aadhaar,aadhaar_status,date_of_birth,age_status,city,state,monthly_income,income_status,occupation,signup_timestamp,signup_date,account_age_days,signup_status,risk_segment,kyc_status
USR83333,Gautam Bajwa,HLNXD7947Q,VALID,846950176261,VALID,1969-08-24,VALID,Hyderabad,Telangana,24890.0,STANDARD_INCOME,Freelancer,1752135790,,,MISSING_DATE,Low,REJECTED
USR53554,Hemani Behl,SIBUO4381D,VALID,448832778808,VALID,1968-09-20,VALID,Delhi,Delhi,26617.0,STANDARD_INCOME,Business Owner,2024-01-03 00:50:12,2024-01-03,984.0,VALID,Low,APPROVED
USR77711,Warinder Solanki,MFDIC1823G,VALID,XXXXXXXX5406,MASKED,1987-07-15,VALID,Pune,Maharashtra,-81093.0,NEGATIVE,Gig Worker,2025-04-06 14:45:00,2025-04-06,525.0,VALID,High,PENDING
USR69726,Rudra Lal,CXBKD3190N,VALID,976073035125,VALID,1995-08-28,VALID,Kolkata,West Bengal,17700.0,STANDARD_INCOME,Student,30-Dec-2024,2024-12-30,622.0,DATE_ONLY,Low,APPROVED
USR53544,Daniel Gokhale,UFLEH5366C,VALID,,MISSING,1998-07-16,VALID,Lucknow,Uttar Pradesh,32124.0,STANDARD_INCOME,Self Employed,2025/10/12,2025-10-12,336.0,DATE_ONLY,High,APPROVED
USR57699,Advik Om,MXMQW7893W,VALID,XXXXXXXX1365,MASKED,1999-04-26,VALID,Lucknow,Uttar Pradesh,19875.0,STANDARD_INCOME,Freelancer,04-06-2024,2024-04-06,890.0,DATE_ONLY,Low,APPROVED
USR53382,Mekhala Golla,BOBCZ3795L,VALID,652660807695,VALID,1967-06-02,VALID,Hyderabad,Telangana,13098.0,STANDARD_INCOME,Retired,2026/01/12,2026-01-12,244.0,DATE_ONLY,Low,APPROVED
USR26959,Ganga Pai,JXFNR4730M,VALID,149449272703,VALID,1966-07-04,VALID,Amritsar,Punjab,19624.0,STANDARD_INCOME,Retired,12-Feb-2026,2026-02-12,213.0,DATE_ONLY,Unknown,APPROVED
USR13068,Megha Chandra,AVJUN6708Q,VALID,282909798427,VALID,1993-10-09,VALID,Kolkata,West Bengal,25378.0,STANDARD_INCOME,Self Employed,02-18-2024,2024-02-18,938.0,DATE_ONLY,Low,APPROVED
USR32767,Sanya Dalal,HBFFH5169P,VALID,584280034012,VALID,1964-01-18,VALID,Delhi,Delhi,17051.0,STANDARD_INCOME,Gig Worker,11/10/2024,2024-11-10,672.0,DATE_ONLY,High,APPROVED
USR86400,Qadim Nayak,AQHFS2686A,VALID,945287372343,VALID,1978-06-09,VALID,Hyderabad,Telangana,19485.0,STANDARD_INCOME,Retired,2026-02-06 04:09:04,2026-02-06,219.0,VALID,Low,APPROVED
USR72012,Liam Varkey,CNIVL5277X,VALID,XXXXXXXX0556,MASKED,2004-08-25,VALID,Mumbai,Maharashtra,-23591.0,NEGATIVE,Salaried,2025-09-08 15:25:17,2025-09-08,370.0,VALID,Low,PENDING
USR65078,Anamika Chaudhary,EYKUP2541J,VALID,871855606283,VALID,1987-09-01,VALID,Jaipur,Rajasthan,16714.0,STANDARD_INCOME,Freelancer,10/11/2024 04:26 PM,2024-10-11,702.0,VALID,Low,APPROVED
USR37121,Bhavika Thaker,MKYUT2802M,VALID,015496732243,VALID,1983-07-29,VALID,Bengaluru,Karnataka,31824.0,STANDARD_INCOME,Self Employed,16/02/2025,2025-02-16,574.0,DATE_ONLY,Low,APPROVED
USR64308,Vedant Lalla,,MISSING,843937681323,VALID,1990-02-13,VALID,Kolkata,West Bengal,10907.0,STANDARD_INCOME,Retired,2026/03/08,2026-03-08,189.0,DATE_ONLY,Medium,APPROVED
USR13880,Krisha Borra,YWBSY7212H,VALID,,MISSING,2003-09-23,VALID,Hyderabad,Telangana,21188.0,STANDARD_INCOME,Farmer,1719640264,,,MISSING_DATE,Low,APPROVED
USR56830,Ekapad Dalal,FPHDL6481K,VALID,744698471442,VALID,1960-12-23,VALID,Jaipur,Rajasthan,22808.0,STANDARD_INCOME,Business Owner,1733423310,,,MISSING_DATE,High,APPROVED
USR95322,Advik Sahota,QEHZG5598Z,VALID,738867861215,VALID,1974-09-25,VALID,Kolkata,West Bengal,35085.0,STANDARD_INCOME,Farmer,03/12/2024,2024-03-12,915.0,DATE_ONLY,High,APPROVED
USR23760,Saksham Dave,XSGLB7836O,VALID,982003027776,VALID,2003-10-20,VALID,Lucknow,Uttar Pradesh,-28593.0,NEGATIVE,Gig Worker,2024/04/07,2024-04-07,889.0,DATE_ONLY,Medium,APPROVED
USR28092,Jack Lanka,VANEO2162B,VALID,995050559108,VALID,1990-09-14,VALID,Delhi,Delhi,47900.0,STANDARD_INCOME,Freelancer,12-27-2024,2024-12-27,625.0,DATE_ONLY,Low,APPROVED
USR41268,Onkar Ratta,MTPRE0507U,VALID,095974642287,VALID,2006-08-28,VALID,Jalandhar,Punjab,35166.0,STANDARD_INCOME,Retired,08/09/2024,2024-08-09,765.0,DATE_ONLY,Low,UNDER_REVIEW
USR61809,Arjun Chander,JAWRM6042P,VALID,432985168205,VALID,1987-10-09,VALID,Lucknow,Uttar Pradesh,13796.0,STANDARD_INCOME,Freelancer,1753923895,,,MISSING_DATE,Low,APPROVED
USR86464,Tanay Sinha,HCUCZ8229X,VALID,446687716426,VALID,1985-12-29,VALID,Ludhiana,Punjab,12686.0,STANDARD_INCOME,Business Owner,2026/01/05,2026-01-05,251.0,DATE_ONLY,Medium,APPROVED
USR29929,Yamini Kade,BZKKN4437J,VALID,025396904187,VALID,1978-02-20,VALID,Lucknow,Uttar Pradesh,-42360.0,NEGATIVE,Business Owner,09-16-2025,2025-09-16,362.0,DATE_ONLY,Low,UNDER_REVIEW
USR75086,Caleb Mammen,JVXFL4848V,VALID,560545067480,VALID,2003-08-30,VALID,Ludhiana,Punjab,47600.0,STANDARD_INCOME,Farmer,04/11/2025 09:28 PM,2025-04-11,520.0,VALID,Unknown,PENDING
USR78743,Atharvlall,GUHZF2370F,VALID,982856210452,VALID,1970-04-22,VALID,Jaipur,Rajasthan,18539.0,STANDARD_INCOME,Self Employed,12-24-2024,2024-12-24,628.0,DATE_ONLY,Low,PENDING
USR59316,Prisha Chander,XHBKR5403M,VALID,534910368969,VALID,1994-02-03,VALID,Ludhiana,Punjab,13300.0,STANDARD_INCOME,Unemployed,03-07-2026,2026-03-07,190.0,DATE_ONLY,Low,APPROVED
USR90387,Aarna Devi,TFWBR0265R,VALID,,MISSING,1988-07-02,VALID,Jaipur,Rajasthan,24127.0,STANDARD_INCOME,Business Owner,2025/12/24,2025-12-24,263.0,DATE_ONLY,Low,APPROVED
USR18776,Pushti Sha,OGVKP1291Y,VALID,,MISSING,1966-08-08,VALID,Hyderabad,Telangana,,MISSING,Student,2025/09/05,2025-09-05,373.0,DATE_ONLY,Low,APPROVED
USR13953,Mugdha Thaker,GJIRE9459M,VALID,851299154050,VALID,1997-02-11,VALID,Amritsar,Punjab,23495.0,STANDARD_INCOME,Self Employed,17/04/2025,2025-04-17,514.0,DATE_ONLY,Low,APPROVED
USR33108,Ekavir Bal,CINIP4289D,VALID,866127906399,VALID,1979-09-18,VALID,Bengaluru,Karnataka,-19266.0,NEGATIVE,Freelancer,03-02-2024,2024-03-02,925.0,DATE_ONLY,Low,APPROVED
USR71267,Noah Wable,WVMOD0360T,VALID,497610284249,VALID,1964-04-14,VALID,Bengaluru,Karnataka,20388.0,STANDARD_INCOME,Student,06-04-2025,2025-06-04,466.0,DATE_ONLY,Low,APPROVED
USR82470,Owen Nair,DPRST6843S,VALID,645578891743,VALID,1972-07-30,VALID,Pune,Maharashtra,35891.0,STANDARD_INCOME,Farmer,2025/06/25,2025-06-25,445.0,DATE_ONLY,Medium,PENDING
USR91477,Ojas Kumer,AXMWY7954C,VALID,931168320493,VALID,1961-08-03,VALID,Ludhiana,Punjab,28545.0,STANDARD_INCOME,Unemployed,25-Mar-2026,2026-03-25,172.0,DATE_ONLY,Low,APPROVED
USR86614,Vedika Lanka,GFSVQ7146K,VALID,478547789264,VALID,1968-12-10,VALID,Pune,Maharashtra,37338.0,STANDARD_INCOME,Student,04-02-2024,2024-04-02,894.0,DATE_ONLY,Low,APPROVED
USR23635,Tanmayi Sunder,DRXCQ2579G,VALID,796306366826,VALID,1994-05-25,VALID,Lucknow,Uttar Pradesh,20317.0,STANDARD_INCOME,Gig Worker,1723131014,,,MISSING_DATE,Medium,APPROVED
USR63684,Vasana Naidu,FYYYZ4211T,VALID,413928195585,VALID,1974-04-11,VALID,Jalandhar,Punjab,39085.0,STANDARD_INCOME,Freelancer,2025-11-30 20:37:22,2025-11-30,287.0,VALID,Low,APPROVED
USR40151,Lipika Pant,ZCYWL1620R,VALID,459607504259,VALID,2004-11-12,VALID,Jalandhar,Punjab,13296.0,STANDARD_INCOME,Student,,,,MISSING_DATE,Low,APPROVED
USR60198,Nihal Sunder,GMKIH3940L,VALID,167222122123,VALID,1992-04-06,VALID,Bengaluru,Karnataka,39252.0,STANDARD_INCOME,Student,17/07/2025,2025-07-17,423.0,DATE_ONLY,Low,APPROVED
USR77081,Ethan Dora,BZDWK4883M,VALID,394394089450,VALID,1963-03-01,VALID,Lucknow,Uttar Pradesh,31508.0,STANDARD_INCOME,Unemployed,2024-10-22 10:15:48,2024-10-22,691.0,VALID,High,APPROVED
USR84077,Neelima Sem,DKNSH2914F,VALID,810082123328,VALID,1980-12-28,VALID,Ludhiana,Punjab,27515.0,STANDARD_INCOME,Self Employed,2025/06/11,2025-06-11,459.0,DATE_ONLY,Medium,APPROVED
USR59175,Ansh Virk,AMBPC6856J,VALID,400683346413,VALID,1972-03-27,VALID,Mumbai,Maharashtra,16030.0,STANDARD_INCOME,Student,02-13-2025,2025-02-13,577.0,DATE_ONLY,Medium,APPROVED
USR64276,Upasna Subramanian,OPVCG1908W,VALID,024162763322,VALID,1974-01-09,VALID,Lucknow,Uttar Pradesh,19115.0,STANDARD_INCOME,Farmer,2025/03/24,2025-03-24,538.0,DATE_ONLY,Unknown,APPROVED
USR64768,Warda Bhasin,DJJZS1635L,VALID,137833448545,VALID,1964-12-05,VALID,Mumbai,Maharashtra,32936.0,STANDARD_INCOME,Self Employed,2026/02/22,2026-02-22,203.0,DATE_ONLY,Unknown,APPROVED
USR16446,Yagnesh Roy,QPZXB2641,INVALID,,MISSING,1997-09-19,VALID,Chennai,Tamil Nadu,,MISSING,Salaried,08-29-2025,2025-08-29,380.0,DATE_ONLY,High,APPROVED
USR22470,Ubika Saraf,GEZXL8319T,VALID,385691746808,VALID,1985-04-21,VALID,Bengaluru,Karnataka,12941.0,STANDARD_INCOME,Student,27/08/2024 07:40 AM,2024-08-27,747.0,VALID,Medium,REJECTED
USR78907,Garima Sangha,NTGKP6262I,VALID,XXXXXXXX3516,MASKED,1977-09-14,VALID,Amritsar,Punjab,14527.0,STANDARD_INCOME,Salaried,,,,MISSING_DATE,Low,PENDING
USR55616,Jasmit Nadkarni,EGCOO2505G,VALID,073835878098,VALID,1993-04-02,VALID,Bengaluru,Karnataka,17065.0,STANDARD_INCOME,Retired,2025/08/22,2025-08-22,387.0,DATE_ONLY,Low,APPROVED
USR11988,Udarsh Khalsa,RWL1L9015J,INVALID,005370369333,VALID,1973-09-08,VALID,Bengaluru,Karnataka,57849.0,STANDARD_INCOME,Self Employed,03-10-2026,2026-03-10,187.0,DATE_ONLY,Low,APPROVED
USR78571,Gautamisanghvi,PXLGX1420K,VALID,497306999651,VALID,1977-10-18,VALID,Amritsar,Punjab,25062.0,STANDARD_INCOME,Student,20/05/2024 04:14 PM,2024-05-20,846.0,VALID,Low,APPROVED
USR26915,Aarna Deshmukh,VVYMS8300C,VALID,411377608777,VALID,2005-09-25,VALID,Chennai,Tamil Nadu,-23328.0,NEGATIVE,Unemployed,09/06/2024,2024-09-06,737.0,DATE_ONLY,Low,APPROVED
USR71883,Amara Oak,OWXKX2821C,VALID,619501763518,VALID,1995-09-09,VALID,Bengaluru,Karnataka,22743.0,STANDARD_INCOME,Retired,2025/04/30,2025-04-30,501.0,DATE_ONLY,Medium,REJECTED
USR67037,Lucky Konda,CRHRQ9787A,VALID,892466941914,VALID,1991-12-26,VALID,Lucknow,Uttar Pradesh,18960.0,STANDARD_INCOME,Business Owner,2024-08-28 09:57:39,2024-08-28,746.0,VALID,Low,APPROVED
USR28669,George Dar,QLRNP1618Y,VALID,2178202165,INVALID,1978-01-04,VALID,Mumbai,Maharashtra,24646.0,STANDARD_INCOME,Self Employed,1707584602,,,MISSING_DATE,Medium,REJECTED
USR74087,Qarin Sengupta,TGCGN4731B,VALID,507933608333,VALID,1987-01-26,VALID,Amritsar,Punjab,11942.0,STANDARD_INCOME,Salaried,15/01/2026 05:56 AM,2026-01-15,241.0,VALID,Medium,APPROVED
USR97475,Bimala Rao,ZWIEO8960X,VALID,581975734236,VALID,1977-04-08,VALID,Hyderabad,Telangana,,MISSING,Farmer,26/03/2024,2024-03-26,901.0,DATE_ONLY,Low,APPROVED
USR29005,Wazir Ghose,SVTQR6809M,VALID,480853410333,VALID,1993-12-19,VALID,Delhi,Delhi,14463.0,STANDARD_INCOME,Student,12-Mar-2024,2024-03-12,915.0,DATE_ONLY,Low,APPROVED
USR78059,Vasana Palla,CALNW0586S,VALID,754746798970,VALID,1991-04-27,VALID,Mumbai,Maharashtra,29828.0,STANDARD_INCOME,Farmer,23/11/2024,2024-11-23,659.0,DATE_ONLY,Low,APPROVED
USR15644,Anita Balay,VZJON4073W,VALID,170203765815,VALID,1994-05-12,VALID,Bengaluru,Karnataka,,MISSING,Unemployed,11/03/2025,2025-11-03,314.0,DATE_ONLY,Medium,APPROVED
USR53776,Advaith Sur,ORRQC4341P,VALID,936833471186,VALID,1980-08-16,VALID,Amritsar,Punjab,29723.0,STANDARD_INCOME,Gig Worker,04/10/2024,2024-04-10,886.0,DATE_ONLY,Low,PENDING
USR35738,Nachiket Saini,MPBCY9061Z,VALID,292718782869,VALID,1982-06-19,VALID,Ludhiana,Punjab,9263.0,STANDARD_INCOME,Retired,24/04/2025,2025-04-24,507.0,DATE_ONLY,Low,REJECTED
USR30688,Pooja Koshy,YVQMB3903Y,VALID,375014980195,VALID,,MISSING_DOB,Jaipur,Rajasthan,55299.0,STANDARD_INCOME,Salaried,2025-05-12 21:33:30,2025-05-12,489.0,VALID,Low,APPROVED
USR43692,Kashvi Bal,XCBFC3495G,VALID,022456449188,VALID,1972-08-16,VALID,Hyderabad,Telangana,26181.0,STANDARD_INCOME,Retired,30/05/2024,2024-05-30,836.0,DATE_ONLY,Low,APPROVED
USR13931,Vrinda Sodhi,JAXKB7158R,VALID,232101145647,VALID,1994-10-03,VALID,Jalandhar,Punjab,13080.0,STANDARD_INCOME,Salaried,,,,MISSING_DATE,High,APPROVED
USR16890,Unnipurohit,SRFPG7183S,VALID,128864682279,VALID,1997-12-05,VALID,Lucknow,Uttar Pradesh,19516.0,STANDARD_INCOME,Farmer,01/04/2024 12:10 PM,2024-01-04,983.0,VALID,Medium,APPROVED
USR60800,Benjamin Hayre,SKOEK2388A,VALID,XXXXXXXX6470,MASKED,,MISSING_DOB,Jalandhar,Punjab,-30797.0,NEGATIVE,Farmer,2024-03-23 05:13:33,2024-03-23,904.0,VALID,Medium,APPROVED
USR43778,Megha Saran,FBYVC9113B,VALID,252595042768,VALID,1995-01-26,VALID,Ludhiana,Punjab,27468.0,STANDARD_INCOME,Student,11-Aug-2024,2024-08-11,763.0,DATE_ONLY,Medium,APPROVED
USR70695,Darsh Rana,HOHLD1406O,VALID,663470616081,VALID,1986-05-13,VALID,Bengaluru,Karnataka,32215.0,STANDARD_INCOME,Business Owner,16/06/2024,2024-06-16,819.0,DATE_ONLY,Low,REJECTED
USR82121,Maanas Kumar,PHLMO0100D,VALID,307093238655,VALID,2000-06-15,VALID,Mumbai,Maharashtra,50644.0,STANDARD_INCOME,Student,19-Apr-2024,2024-04-19,877.0,DATE_ONLY,Low,APPROVED
USR28535,Laban Sinha,RFMPF5305S,VALID,XXXXXXXX3078,MASKED,1998-11-28,VALID,Pune,Maharashtra,23001.0,STANDARD_INCOME,Retired,2024-12-31 23:15:38,2024-12-31,621.0,VALID,Medium,UNDER_REVIEW
USR61312,Manbir Kar,OYDNZ6406F,VALID,545126921501,VALID,2005-03-19,VALID,Hyderabad,Telangana,-43301.0,NEGATIVE,Farmer,04-Feb-2025,2025-02-04,586.0,DATE_ONLY,Low,REJECTED
USR17743,Sneha Palan,HXELE7376C,VALID,012024085465,VALID,1986-09-22,VALID,Kolkata,West Bengal,30964.0,STANDARD_INCOME,Student,07-02-2025,2025-07-02,438.0,DATE_ONLY,Low,APPROVED
USR75869,Triya Sodhi,KUCXN4426K,VALID,598523497392,VALID,1999-09-16,VALID,Amritsar,Punjab,17400.0,STANDARD_INCOME,Salaried,11/03/2024,2024-11-03,679.0,DATE_ONLY,Medium,UNDER_REVIEW
USR88971,Aahana Goda,KAPYK2586P,VALID,815430708070,VALID,1963-08-19,VALID,Amritsar,Punjab,8961.0,STANDARD_INCOME,Student,2025-03-06 04:52:16,2025-03-06,556.0,VALID,Medium,APPROVED
USR25394,Urmi Dar,WDKKW7243D,VALID,,MISSING,1983-11-17,VALID,Pune,Maharashtra,39353.0,STANDARD_INCOME,Retired,03-23-2025,2025-03-23,539.0,DATE_ONLY,Medium,APPROVED
USR36110,Bhavya Doshi,ZZLBX3053J,VALID,774946361922,VALID,1979-07-29,VALID,Pune,Maharashtra,,MISSING,Freelancer,15/11/2025,2025-11-15,302.0,DATE_ONLY,Low,APPROVED
USR28927,Chandran Nori,MIAZT7616U,VALID,,MISSING,1999-12-19,VALID,Hyderabad,Telangana,34414.0,STANDARD_INCOME,Unemployed,11-29-2024,2024-11-29,653.0,DATE_ONLY,Medium,APPROVED
USR12524,Yauvani Deep,QGIWK2792H,VALID,279292452932,VALID,1985-01-24,VALID,Pune,Maharashtra,34793.0,STANDARD_INCOME,Unemployed,28/03/2024 12:45 PM,2024-03-28,899.0,VALID,Medium,UNDER_REVIEW
USR87061,Zayyan Parmar,OESTV5644M,VALID,421249135042,VALID,1994-03-02,VALID,Bengaluru,Karnataka,34016.0,STANDARD_INCOME,Retired,01-15-2024,2024-01-15,972.0,DATE_ONLY,Low,REJECTED
USR70121,Manan Kala,,MISSING,491734893582,VALID,2003-05-16,VALID,Amritsar,Punjab,12490.0,STANDARD_INCOME,Gig Worker,04/01/2025 01:18 PM,2025-04-01,530.0,VALID,Unknown,APPROVED
USR43558,Bhavya Kala,FMZBB8469X,VALID,041614978824,VALID,2005-04-29,VALID,Kolkata,West Bengal,-26339.0,NEGATIVE,Student,25/02/2026 06:03 PM,2026-02-25,200.0,VALID,Unknown,APPROVED
USR97255,Hardik Varty,IKVCL9739N,VALID,018969410775,VALID,1985-07-09,VALID,Bengaluru,Karnataka,,MISSING,Salaried,2024-08-23 10:00:42,2024-08-23,751.0,VALID,Low,UNDER_REVIEW
USR41850,Anamika Jayaraman,ZWSDQ5958Z,VALID,366997497248,VALID,2004-11-19,VALID,Pune,Maharashtra,-22599.0,NEGATIVE,Unemployed,2024-03-27 02:50:53,2024-03-27,900.0,VALID,Low,APPROVED
USR61425,Rajata Panchal,FDJQL7637C,VALID,252492316041,VALID,1987-11-27,VALID,Amritsar,Punjab,25830.0,STANDARD_INCOME,Farmer,02-26-2025,2025-02-26,564.0,DATE_ONLY,Low,APPROVED
USR11654,Shivansh Dhar,VJCFR9167X,VALID,9314952508,INVALID,1986-03-23,VALID,Lucknow,Uttar Pradesh,19879.0,STANDARD_INCOME,Business Owner,05/02/2024,2024-05-02,864.0,DATE_ONLY,Low,APPROVED
USR60435,Manan Desai,CZDOZ3023Y,VALID,9332847770,INVALID,1971-11-14,VALID,Lucknow,Uttar Pradesh,13100.0,STANDARD_INCOME,Self Employed,20/05/2025,2025-05-20,481.0,DATE_ONLY,Low,PENDING
USR69566,Pooja Sanghvi,KKXGH7093M,VALID,594632399328,VALID,,MISSING_DOB,Mumbai,Maharashtra,40871.0,STANDARD_INCOME,Gig Worker,30/01/2024 08:55 PM,2024-01-30,957.0,VALID,Low,APPROVED
USR97911,Aarush Hora,UJAKN1892R,VALID,889800106898,VALID,1974-09-25,VALID,Bengaluru,Karnataka,23895.0,STANDARD_INCOME,Freelancer,09-17-2025,2025-09-17,361.0,DATE_ONLY,Low,APPROVED
USR96415,Aadi Batta,JYKPY8685U,VALID,801249909011,VALID,1975-10-05,VALID,Bengaluru,Karnataka,16142.0,STANDARD_INCOME,Gig Worker,2024/08/20,2024-08-20,754.0,DATE_ONLY,Medium,APPROVED
USR41370,Lajita Mammen,TCFIS9755D,VALID,047045008750,VALID,1969-05-19,VALID,Ludhiana,Punjab,74744.0,STANDARD_INCOME,Farmer,04-06-2024,2024-04-06,890.0,DATE_ONLY,Medium,APPROVED
USR46200,Bakhshi Sahota,WALTW7577C,VALID,201060880121,VALID,2001-04-10,VALID,Hyderabad,Telangana,24694.0,STANDARD_INCOME,Gig Worker,2024/07/26,2024-07-26,779.0,DATE_ONLY,Low,APPROVED
USR30125,Dakshesh Dhaliwal,AFYDX3604O,VALID,3180021621456,INVALID,1993-02-05,VALID,Jaipur,Rajasthan,22236.0,STANDARD_INCOME,Business Owner,,,,MISSING_DATE,Low,REJECTED
USR51640,Hitesh Raj,UCIYS7654M,VALID,7526190276,INVALID,1997-12-27,VALID,Mumbai,Maharashtra,65510.0,STANDARD_INCOME,Business Owner,07-May-2025,2025-05-07,494.0,DATE_ONLY,Low,REJECTED
USR26148,Tarak Butala,LSMZC5449O,VALID,594773990154,VALID,1988-07-08,VALID,Bengaluru,Karnataka,30461.0,STANDARD_INCOME,Salaried,,,,MISSING_DATE,High,APPROVED
USR72127,Turvi Grover,CQVNW6926I,VALID,192610278127,VALID,1989-04-19,VALID,Jaipur,Rajasthan,15633.0,STANDARD_INCOME,Retired,2024-08-03 00:38:25,2024-08-03,771.0,VALID,Medium,APPROVED
USR96477,Tanveer Narula,SDAVW9214Z,VALID,097914045328,VALID,1972-07-15,VALID,Chennai,Tamil Nadu,14759.0,STANDARD_INCOME,Retired,2026/01/27,2026-01-27,229.0,DATE_ONLY,Low,REJECTED
USR18944,Mekhala Golla,UWTIE0098,INVALID,885036777734,VALID,1991-07-25,VALID,Chennai,Tamil Nadu,26904.0,STANDARD_INCOME,Farmer,,,,MISSING_DATE,Low,APPROVED
USR38760,Lajita Dewan,IRKEM1603,INVALID,604812343829,VALID,1962-09-08,VALID,Kolkata,West Bengal,9392.0,STANDARD_INCOME,Salaried,22/03/2025,2025-03-22,540.0,DATE_ONLY,Low,APPROVED
USR35147,Krishna Deo,HWFFO1057B,VALID,517870181300,VALID,1973-11-24,VALID,Ludhiana,Punjab,50039.0,STANDARD_INCOME,Salaried,04/01/2026,2026-04-01,165.0,DATE_ONLY,High,APPROVED
USR23153,Elijah Golla,RCL1Y8260J,INVALID,XXXXXXXX4291,MASKED,1997-05-23,VALID,Jalandhar,Punjab,25280.0,STANDARD_INCOME,Salaried,19-Aug-2024,2024-08-19,755.0,DATE_ONLY,Low,REJECTED
USR43985,Elijah Basu,OWYWO4172Z,VALID,XXXXXXXX4334,MASKED,2001-11-29,VALID,Jaipur,Rajasthan,,MISSING,Farmer,19/08/2025,2025-08-19,390.0,DATE_ONLY,Medium,APPROVED
USR13270,Gautam Joshi,KNUKD8690E,VALID,,MISSING,1961-02-02,VALID,Pune,Maharashtra,17781.0,STANDARD_INCOME,Self Employed,,,,MISSING_DATE,Medium,APPROVED
USR87067,Ayaan Bhatt,IYPWZ2082B,VALID,073336789186,VALID,1997-06-03,VALID,Bengaluru,Karnataka,32299.999999999996,STANDARD_INCOME,Farmer,1734165094,,,MISSING_DATE,Medium,APPROVED
USR14736,Harini Keer,SQFFV1099G,VALID,900845213060,VALID,1969-07-11,VALID,Mumbai,Maharashtra,29346.0,STANDARD_INCOME,Retired,,,,MISSING_DATE,Medium,APPROVED
USR26503,Ranbir Mannan,UCYSG5949W,VALID,445635673241,VALID,2006-02-08,VALID,Amritsar,Punjab,9785.0,STANDARD_INCOME,Farmer,1753449242,,,MISSING_DATE,Low,PENDING
USR55516,Yutika Ravi,HCPGG8914B,VALID,919840435976,VALID,1973-06-03,VALID,Kolkata,West Bengal,37564.0,STANDARD_INCOME,Unemployed,10-30-2024,2024-10-30,683.0,DATE_ONLY,Low,PENDING
